dbn,school_name,applications,acceptances,per_pupil_spending,avg_class_size,asian_percent,black_percent,hispanic_percent,multiple_percent,white_percent,rigorous_instruction,collaborative_teachers,supportive_environment,effective_school_leadership,strong_family_community_ties,trust,disability_percent,poverty_percent,ESL_percent,school_size,student_achievement,reading_scores_exceed,math_scores_exceed
84K777,OCEAN HILL COLLEGIATE CHARTER SCHOOL,46,2,,,0.9,83.1,11.3,4.5,0.3,3.24,2.93,,2.02,3.33,2.52,11.9,81.9,3,337,,0.44,0.37
84K780,BROOKLYN EAST COLLEGIATE CHARTER SCHOOL,54,2,,,1.8,81,7.3,8.9,0.9,4.54,3.56,4.26,3.35,4.5,3.62,16.8,80.1,2.1,327,,,
84K782,BEDFORD STUYVESANT NEW BEGINNINGS CHARTER SCHOOL,26,1,,,0.1,52.8,45.4,0.7,0.9,4.25,3.51,4.1,3.47,4.02,4.25,19.5,92.8,13,676,,,
84K791,BROOKLYN DREAMS CHARTER SCHOOL,29,2,,,16.6,60.6,17.9,2.5,2.5,2.87,3.12,3.63,2.37,3.73,3.18,14.3,62.4,10.9,652,1.41,0.6,0.53
84K793,BUSHWICK ASCEND CHARTER SCHOOL,25,1,,,1.1,22,75.2,0.7,1,,,,,,,16,82.2,16.8,887,,0.61,0.65
84K803,BROOKLYN LAB?CHARTER SCHOOL,40,2,,,1.7,78.3,15.2,3.1,1.7,,,,,,,29.2,67.4,1.8,651,,0.32,0.23
84M065,DEMOCRACY PREP ENDURANCE CHARTER SCHOOL,26,2,,,0.3,66.3,30.1,2.2,1,,,4.02,,3.94,4.45,20.2,75.5,5.5,584,4.58,0.58,0.56
84M068,KIPP WASHINGTON HEIGHTS MIDDLE SCHOOL,19,1,,,0.1,10.3,88.3,0.5,0.8,4.11,3.14,2.54,3.25,3.69,3.49,18.3,89.9,11.1,990,3.06,0.54,0.53
84M202,GREAT OAKS CHARTER SCHOOL,27,2,,,8.4,25.6,61.9,1.4,2.8,2.15,1.63,,1.3,1.67,1.1,29.8,69.3,4.2,215,3.17,0.4,0.29
84M204,CAPITAL PREPARATORY (CP) HARLEM CHARTER SCHOOL,0,0,,,0.4,72.1,26.2,1.3,0,,,,,,,21.9,60.9,1.7,233,,0.58,0.5
84M279,THE OPPORTUNITY CHARTER SCHOOL,12,1,,,1.4,50.9,45.3,1.9,0.5,3.31,3.32,4.09,3.57,3.16,3.68,62.4,81.2,9.6,426,3.15,0.6,0.67
84M284,HARLEM CHILDREN'S ZONE PROMISE ACADEMY 1 CHARTER SCHOOL,23,1,,,0.3,80.6,16.5,1.8,0.8,4.57,3.98,4.08,3.81,4.15,4.18,15.9,85.3,3.5,1160,4.16,0.37,0.3
84M330,GIRLS PREPARATORY CHARTER SCHOOL OF NEW YORK,16,1,,,2.1,46.6,46.3,2.9,2,2.57,1.75,2.88,1.77,3.24,2.99,16.7,78.4,2.1,654,3.94,0.49,0.48
84M335,HARLEM VILLAGE ACADEMY LEADERSHIP CHARTER SCHOOL,10,0,,,0.5,62.9,33.9,1.9,0.7,3.96,3.75,3.79,3.38,3.52,3.75,20,81.3,1.2,823,4.29,0.53,0.57
84M336,KIPP INFINITY CHARTER SCHOOL,15,1,,,0.4,28.2,69.6,0.5,1.3,2.93,2.76,3.65,2.49,3.05,2.88,23.1,87.7,10.1,1134,3.44,0.61,0.65
84M337,NEW YORK CENTER FOR AUTISM CHARTER SCHOOL,0,0,,,12.1,9.1,36.4,3,39.4,,,,,,,100,87.9,3,33,,,
84M341,HARLEM CHILDREN'S ZONE PROMISE ACADEMY II CHARTER SCHOOL,18,1,,,0.6,82.1,14.7,2.2,0.5,3.91,3.71,3.79,3.58,3.42,3.08,14.6,82.2,3.1,1009,4.19,0.43,0.31
84M350,DEMOCRACY PREP CHARTER SCHOOL,27,2,,,0.9,66.2,30.4,1.6,0.9,,,,,,,16.9,83,5.1,693,,0.78,0.84
84M351,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 1,35,2,,,1.1,71.7,22.6,2.9,1.7,4.06,3.93,4.34,3.74,3.81,3.96,14.5,73.1,2.5,1187,3.94,0.36,0.31
84M353,NEW HEIGHTS ACADEMY CHARTER SCHOOL,0,0,,,0.1,4.1,95.7,0,0.1,3.37,4.08,3.55,3.59,4.25,3.73,13.7,93.8,12.4,764,3.7,0.49,0.49
84M382,DREAM CHARTER SCHOOL,16,1,,,1.6,30.5,65.3,1.4,1.2,,,,,,,26.8,86,6.5,642,,0.8,0.86
84M384,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 2,37,2,,,1.7,67,28.7,0.8,1.7,,,,,,,17.2,77.7,3.1,752,,0.75,0.82
84M385,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 3,29,2,,,1.1,61.2,33.6,2.3,1.8,4.43,4.16,,4.25,,,19,74.7,3.3,948,,0.8,0.85
84M386,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 4,20,1,,,1.6,63.2,29.4,2.9,2.9,4.57,4.51,4.77,3.98,3.2,4.28,19.2,74.8,5,579,4.5,0.29,0.2
84M388,ST. HOPE LEADERSHIP ACADEMY CHARTER SCHOOL,22,1,,,1.7,58.8,37.2,1.7,0.7,4.58,4.46,4.66,4.28,4.21,4.39,21.9,93.4,7.3,301,4.48,0.37,0.36
84M430,THE EQUITY PROJECT CHARTER SCHOOL (TEP),38,2,,,0.1,3.6,95.1,0.4,0.7,2.96,3.67,3.67,3.61,3.93,3.98,21.3,90.6,28.1,720,3.78,0.35,0.32
84M478,INWOOD ACADEMY FOR LEADERSHIP CHARTER SCHOOL,20,1,,,0.5,5.7,92.3,1,0.5,2.99,3.04,3.28,3.15,3.42,2.79,21.7,92.2,14.3,888,3.85,0.48,0.44
84M481,DEMOCRACY PREP HARLEM CHARTER SCHOOL,21,1,,,0.6,64.6,32.5,1.7,0.6,,,,,,,15.9,84.8,6.4,946,,0.8,0.84
84M482,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 5,40,2,,,1.1,67.8,27.2,2.8,1.1,4.27,3.95,3.44,3.71,3.78,3.8,17.2,82.1,5.5,798,1.96,0.61,0.64
84M704,HARBOR SCIENCE AND ARTS CHARTER SCHOOL,7,0,,,1.2,55.2,41.2,1.6,0.8,3.51,3.72,4.44,3.76,3.95,4.03,22.8,73.2,2.8,250,2.98,0.66,0.65
84M708,HARLEM PREP CHARTER SCHOOL,13,0,,,0.8,56.5,40.7,1.5,0.6,2.75,2.63,2.97,2.7,3.51,2.71,17.8,87.6,5.2,905,3.34,0.59,0.63
84M709,HARLEM VILLAGE ACADEMY CHARTER SCHOOL,8,0,,,0.4,77.7,18.9,1.9,1.1,3.42,3.06,3.88,3.45,4.08,3.24,20.3,80,4.1,936,4.43,0.44,0.43
84M726,KIPP STAR COLLEGE PREP CHARTER SCHOOL,18,1,,,0.5,48,47.8,3,0.7,3.8,3.54,4.18,3.38,3.79,3.94,24.5,84.4,5,923,2.86,0.47,0.43
84M861,FUTURE LEADERS INSTITUTE CHARTER SCHOOL,13,0,,,0.8,79.3,17.6,0.8,1.4,4.63,4.03,4.43,4.51,3.33,4.55,13.7,86.8,6.4,357,4.22,0.57,0.57
84Q083,CENTRAL QUEENS ACADEMY CHARTER SCHOOL,41,2,,,18.5,12,65.8,0.2,3.5,2.68,3.13,3.58,3.09,3.91,3.29,9,86,9.2,401,3.91,0.56,0.54
84Q298,MIDDLE VILLAGE PREP CHARTER SCHOOL,58,6,,,3.6,2.5,55.7,0,38.2,3.65,3.14,3.96,3.05,3.37,3.64,11.7,49.4,2,393,,0.51,0.51
84Q304,VOICE CHARTER SCHOOL OF NEW YORK,20,1,,,14.7,12.6,59.8,4.3,8.7,3.96,3.81,3.88,3.88,4.17,4.08,16.1,81.8,17.3,682,3.48,0.55,0.53
84Q321,GROWING UP GREEN CHARTER SCHOOL,26,2,,,12.5,12.3,36.9,6.8,31.4,,,,,,,21.1,47.1,8.7,853,,,
84Q340,CHALLENGE PREPARATORY CHARTER SCHOOL,29,2,,,1,80.2,15,2,1.8,,,,,,,15.1,81.3,2.6,769,3.1,0.6,0.54
84Q341,RIVERTON STREET CHARTER SCHOOL,33,2,,,0.6,90,7.3,1.4,0.6,4.22,4.33,3.92,4.72,4.52,4.24,13.4,43.5,1.2,941,2.67,0.71,0.7
84Q705,RENAISSANCE CHARTER SCHOOL,13,0,,,18.8,6.7,61.8,1.6,11.2,3.58,4.26,3.69,4.32,4.17,4.01,15.9,74.5,7.8,565,2.97,0.66,0.65
84Q706,OUR WORLD NEIGHBORHOOD CHARTER SCHOOL,35,2,,,18.2,6.4,38.9,3.3,33.2,3.97,4.73,3.51,4.53,3.04,4.19,11,73.4,7.9,730,3.33,0.37,0.31
84R067,JOHN W. LAVELLE PREPARATORY CHARTER SCHOOL,16,0,,,2.7,42.2,42.9,1.7,10.5,3.48,3.78,4.02,3.97,3.05,3.71,35.6,72.9,2.4,697,3.55,0.43,0.33
84R073,NEW WORLD PREPARATORY CHARTER SCHOOL,26,2,,,1.9,25.1,67.5,0.5,5,3.7,3.57,,3.26,3.37,3.08,24.3,93.7,12.2,378,2.69,0.56,0.58
84X165,GRAND CONCOURSE CHARTER SCHOOL,19,0,,,3.6,34.7,58,1.8,2,2.93,2.81,3.64,3.28,3.4,3.74,10,88.9,14.3,559,3.81,0.37,0.28
84X177,MOTT HALL CHARTER SCHOOL,16,1,,,0.4,36.6,59.4,2.4,1.2,3.61,3.58,4.06,2.97,1.53,3.43,17.7,93.3,15.7,254,,0.43,0.41
84X185,BRONX LIGHTHOUSE CHARTER SCHOOL,0,0,,,1.1,32.6,65.1,0.9,0.3,4.37,4.44,3.85,4.34,4.03,4.25,16.8,90,7.2,650,4.49,0.64,0.61
84X233,FAMILY LIFE ACADEMY CHARTER SCHOOL II,30,2,,,0.6,23.9,74.8,0.4,0.2,3.47,3.78,3.63,3.54,3.02,2.98,13.2,92.2,13,485,,0.68,0.67
84X255,BRONX CHARTER SCHOOL FOR EXCELLENCE,65,2,,,24.1,39.4,33.9,1.4,1.2,4.18,4.08,2.82,4.07,4.05,4.08,9.1,77.3,9,809,2.81,0.37,0.38
84X345,HYDE LEADERSHIP CHARTER SCHOOL,19,1,,,0.4,30.2,68.4,0.4,0.5,3.66,3.32,3.68,3.37,3.42,2.93,22.5,90.4,13,972,,0.78,0.77
84X346,SOUTH BRONX CLASSICAL CHARTER SCHOOL,23,1,,,2.4,36.4,58.8,0.6,1.8,,,,,,,11.7,88.1,18.8,495,3.41,0.7,0.71
84X378,ICAHN CHARTER SCHOOL 2,31,2,,,5.3,30.6,59.7,1.9,2.5,,,,,,,11.2,66.3,5.3,320,4.99,0.78,0.85
84X389,BRONX GLOBAL LEARNING INSTITUTE FOR GIRLS CHARTER SCHOOL,22,1,,,1.6,26.4,69.3,1.8,0.9,4.35,4.19,4.02,4.32,4.29,4.46,11,89,14.2,436,3.7,0.5,0.56
84X398,BRONX COMMUNITY CHARTER SCHOOL,19,1,,,4.1,24,67.2,1.4,3.3,3.7,2.7,3.87,3.49,3.5,3.73,21.1,84.8,17.6,512,2.34,0.6,0.65
84X419,BRONX ACADEMY OF PROMISE CHARTER SCHOOL,58,2,,,1.6,40.4,57,0.9,0.2,,,,,,,14.9,88.4,12.3,579,4.51,0.64,0.65
84X422,ICAHN CHARTER SCHOOL 3,17,1,,,2.8,63.5,29.7,1.2,2.8,3.63,3.52,3.83,3.63,4.08,3.7,9.6,81.4,2.5,323,,0.38,0.29
84X460,ATMOSPHERE CHARTER SCHOOL,43,2,,,2,18.1,77.8,1,1,3.5,3.39,3.65,2.42,3.2,2.75,22.2,86,12.2,392,2.39,0.48,0.47
84X461,METROPOLITAN LIGHTHOUSE CHARTER SCHOOL,15,1,,,0.4,38.1,58.5,1.9,1.2,,,,,,,10.2,88.3,14.4,520,,,
84X471,AMERICAN DREAM CHARTER SCHOOL,26,2,,,0,6.1,93,0.6,0.3,4.49,4.48,4.06,4.29,4.2,4.68,17.1,96.2,17.4,345,,,
84X482,DR. RICHARD IZQUIERDO HEALTH AND SCIENCE CHARTER SCHOOL,7,0,,,0.6,26.2,70.6,1,1.5,2.97,3.19,3.5,3.52,3.15,3.03,20.7,90.7,10.4,778,4.27,0.52,0.48
84X487,GIRLS PREPARATORY CHARTER SCHOOL OF THE BRONX,40,2,,,0.4,33.8,62.3,2.2,1.2,2.64,2.5,3.52,3.18,3.26,2.86,17.7,86.7,5.8,804,3.03,0.44,0.33
84X488,THE EQUALITY CHARTER SCHOOL,31,2,,,1.6,65,31.7,0.8,0.9,2.83,2.25,3.92,2.41,3.11,2.79,20.2,78,3.1,640,4.01,0.63,0.6
84X491,ACADEMIC LEADERSHIP CHARTER SCHOOL,32,2,,,0.2,46.1,51.5,1.1,1.1,2.79,3,3.81,3.4,3.05,2.98,9.8,90.2,11.8,549,,0.34,0.25
84X492,SOUTH BRONX EARLY COLLEGE ACADEMY CHARTER SCHOOL,11,1,,,0.3,32.2,66.4,0.3,0.9,,,,,,,27.4,88.8,12.4,339,,0.83,0.9
84X493,SUCCESS ACADEMY CHARTER SCHOOL - BRONX 1,30,2,,,1.4,54.1,42.3,1.7,0.4,4.03,4.08,,3.84,,,11.2,80.5,4,697,,0.82,0.88
84X494,SUCCESS ACADEMY CHARTER SCHOOL - BRONX 2,36,6,,,1.3,61.3,35.9,0.5,1,,,,,,,12.7,80.5,5.8,790,,0.79,0.8
84X496,ICAHN CHARTER SCHOOL 4,29,2,,,2.8,60.9,32.2,2.8,1.3,,,,,,,7.5,73.1,0.3,320,,0.77,0.78
84X538,ICAHN CHARTER SCHOOL 5,20,1,,,4.1,58,31,1.3,5.6,2.88,3.25,2.82,3.38,3.38,3.51,6.9,65.2,0.9,319,3.31,0.33,0.33
84X703,BRONX PREPARATORY CHARTER SCHOOL,22,1,,,0.3,47.7,50.5,0.8,0.7,3.82,3.33,3.88,3.56,3.75,3.66,12.2,82.9,7.8,715,4.33,0.55,0.56
84X704,KIPP ACADEMY CHARTER SCHOOL,23,1,,,0.2,41.3,56.5,1.4,0.6,3.5,3.62,3.89,3.01,2.15,3.06,17.5,87.4,10.8,1074,2.98,0.6,0.61
84X706,HARRIET TUBMAN CHARTER SCHOOL,24,1,,,0.4,62.9,34.6,1.3,0.7,,,,,,,8.8,79.1,11.2,680,2.87,0.69,0.73
84X717,ICAHN CHARTER SCHOOL,24,1,,,1.2,49.8,48.3,0.6,0,4.28,4.21,3.6,4.21,4.6,4.34,7.3,84.2,7.3,329,3.31,0.66,0.71
